Occurrence_Date,Occurrence_Time,Accident_Location,Weather,Road_Type_Main,Road_Type_Sub,Accident_Location_Type_Main,Accident_Location_Type_Sub,Cause_Judgment_Main,Cause_Judgment_Sub,Longitude,Latitude
20240107.0,120000.0,高雄市大寮區河堤路1段376號前0.0公尺,晴,單路部分,直路,路段,快車道,駕駛者,逆向行駛,120.427552,22.622172
20240107.0,120000.0,高雄市大寮區河堤路1段376號前0.0公尺,晴,單路部分,直路,路段,快車道,駕駛者,逆向行駛,120.427552,22.622172
20240107.0,133700.0,新北市汐止區八連路2段前0.0公尺,晴,單路部分,彎曲路及附近,路段,一般車道(未劃分快慢車道),駕駛者,恍神、緊張、心不在焉分心駕駛,121.638243,25.094801
20240107.0,133700.0,新北市汐止區八連路2段前0.0公尺,晴,單路部分,彎曲路及附近,路段,一般車道(未劃分快慢車道),駕駛者,恍神、緊張、心不在焉分心駕駛,121.638243,25.094801
20240107.0,194500.0,雲林縣臺西鄉富琦村雲118鄉道與產業道路口,陰,交岔路,四岔路,交叉路口,交叉路口內,駕駛者,違反閃光號誌,120.220756,23.715855
20240107.0,194500.0,雲林縣臺西鄉富琦村雲118鄉道與產業道路口,陰,交岔路,四岔路,交叉路口,交叉路口內,駕駛者,違反閃光號誌,120.220756,23.715855
20240107.0,194500.0,雲林縣臺西鄉富琦村雲118鄉道與產業道路口,陰,交岔路,四岔路,交叉路口,交叉路口內,駕駛者,違反閃光號誌,120.220756,23.715855
20240107.0,194500.0,雲林縣臺西鄉富琦村雲118鄉道與產業道路口,陰,交岔路,四岔路,交叉路口,交叉路口內,駕駛者,違反閃光號誌,120.220756,23.715855
20240108.0,70129.0,苗栗縣苗栗市16.8公里,晴,單路部分,坡路,其他,其他,駕駛者,酒醉(後)駕駛,120.815436,24.57115
20240108.0,70129.0,苗栗縣苗栗市16.8公里,晴,單路部分,坡路,其他,其他,駕駛者,酒醉(後)駕駛,120.815436,24.57115
20240108.0,90400.0,臺南市仁德區中正路三段南側 / 臺南市仁德區中山路西側,晴,交岔路,四岔路,交叉路口,交叉路口內,無(車輛駕駛者因素),尚未發現肇事因素,120.25162,22.971684
20240108.0,90400.0,臺南市仁德區中正路三段南側 / 臺南市仁德區中山路西側,晴,交岔路,四岔路,交叉路口,交叉路口內,無(車輛駕駛者因素),尚未發現肇事因素,120.25162,22.971684
20240108.0,93300.0,新北市新莊區重新堤外道路前0.0公尺,晴,單路部分,直路,路段,快車道,駕駛者,恍神、緊張、心不在焉分心駕駛,121.453971,25.033547
20240108.0,93300.0,新北市新莊區重新堤外道路前0.0公尺,晴,單路部分,直路,路段,快車道,駕駛者,恍神、緊張、心不在焉分心駕駛,121.453971,25.033547
20240108.0,103200.0,彰化縣埔鹽鄉埔南村彰水路一段255巷與無名道路(自行車道),晴,交岔路,四岔路,交叉路口,交叉路口內,駕駛者,無號誌路口，左方車未讓右方車先行,120.472617,23.992212
20240108.0,103200.0,彰化縣埔鹽鄉埔南村彰水路一段255巷與無名道路(自行車道),晴,交岔路,四岔路,交叉路口,交叉路口內,駕駛者,無號誌路口，左方車未讓右方車先行,120.472617,23.992212
20240108.0,103200.0,彰化縣埔鹽鄉埔南村彰水路一段255巷與無名道路(自行車道),晴,交岔路,四岔路,交叉路口,交叉路口內,駕駛者,無號誌路口，左方車未讓右方車先行,120.472617,23.992212
20240108.0,105212.0,花蓮縣新城鄉台9線 170公里700.0公尺處,晴,單路部分,直路,路段,快車道,駕駛者,左轉彎未依規定,121.646015,24.130447
20240108.0,105212.0,花蓮縣新城鄉台9線 170公里700.0公尺處,晴,單路部分,直路,路段,快車道,駕駛者,左轉彎未依規定,121.646015,24.130447
20240108.0,110400.0,臺北市南港區國道3號 16公里300.0公尺處北側向外側,晴,單路部分,直路,路段,快車道,駕駛者,觀看其他事故、活動、道路環境或車外資訊分心駕駛,121.59852,25.018276
20240108.0,110400.0,臺北市南港區國道3號 16公里300.0公尺處北側向外側,晴,單路部分,直路,路段,快車道,駕駛者,觀看其他事故、活動、道路環境或車外資訊分心駕駛,121.59852,25.018276
20240108.0,110400.0,臺北市南港區國道3號 16公里300.0公尺處北側向外側,晴,單路部分,直路,路段,快車道,駕駛者,觀看其他事故、活動、道路環境或車外資訊分心駕駛,121.59852,25.018276
20240108.0,110400.0,臺北市南港區國道3號 16公里300.0公尺處北側向外側,晴,單路部分,直路,路段,快車道,駕駛者,觀看其他事故、活動、道路環境或車外資訊分心駕駛,121.59852,25.018276
